"STANOX","TIPLOC","CRS","Description","dataSource","stop_lon","stop_lat","easting","northing"
"8212","FAIRLSN","","Fairlie British Energy","woodpecker","-4.853590801699851","55.750713388333935","221003","654505"
"8213","FAIRMOD","","Fairlie M.o.d.","woodpecker","-4.856492640654953","55.7639649841984","220882","655987"
"8214","HNTRFHH","","HUNTERSTON HUGH LEVEL (FHH)","woodpecker","-4.86105692367877","55.72117866025577","220399","651238"
"8215","HNTRLFL","","HUNTERSTON LL (CLYDEPORT)","woodpecker","-4.86927478136179","55.73977665051838","219968","653329"
"8216","FAIRLIE","FRL","Fairlie Rail Station","NAPTAN","-4.85326741318","55.75194238826","221029","654641"
"8217","","","HUNTERSTON HIGH LEVEL REP PT","woodpecker","-4.86272955091155","55.72580951030987","220315","651758"
"8220","","","","woodpecker","-4.870426726221177","55.746606367197714","219928","654092"
"8220","HNTRSTN","","Hunterston","railmap","-4.8597576","55.7167142","220460","650738"
"8221","LARGS","LAR","Largs Rail Station","NAPTAN","-4.86719750196","55.7927432381","220343","659216"
"8301","BGSDEAY","","BOGSIDE (AYRSHIRE)","woodpecker","-4.6910872985048035","55.6312636433826","230683","640808"
"8302","","","","woodpecker","-4.705121695767131","55.63436126557202","229813","641187"
"8302","IRVNB","","Irvine Bogside","railmap","-4.6910223","55.6302825","230683","640698"
"8303","BGSDEJN","","BOGSIDE JUNCTION","woodpecker","-4.691082729120931","55.631268199830615","230683","640808"
"8398","BYREHJ","","BYREHILL JN","woodpecker","-4.701686462244639","55.643327580156274","230068","642176"
"8400","IRVNUPM","","IRVINE UPM COLAS","railmap","-4.6387322","55.5746934","233739","634387"
"8401","IRVN","IRV","Irvine Rail Station","NAPTAN","-4.67514543399","55.61087412694","231599","638500"
"8402","IRVN801","","IRVINE SIG 801","woodpecker","-4.674414745156688","55.61020062393705","231642","638424"
"8403","IRVNBCC","","BLUE CIRCLE","woodpecker","-4.674126238460683","55.60872082487183","231654","638258"
"8405","IRVNCE","","CE CENTRAL MATERIALS DEPOT","woodpecker","-4.67439445583701","55.60842059483714","231635","638226"
"8406","BARAYRD","","BARASSIE FLHH SDGS 3 & 4","woodpecker","-4.650372722084435","55.55708773432537","232930","632457"
"8407","BARAGBR","","BARASSIE YARD GBRF","woodpecker","-4.650389848820908","55.557118059248424","232929","632460"
"8408","BARAFHH","","BARASSIE YARD FHH","woodpecker","-4.648718693945216","55.5529157958608","233017","631989"
"8409","BARACE","","CE BARASSIE","woodpecker","-4.649082174348943","55.55266106762826","232993","631961"
"8410","BARADPL","","BARASSIE JN D.P.L.","woodpecker","-4.653437499338207","55.55346152716663","232721","632061"
"8411","BARASIE","BSS","Barassie Rail Station","NAPTAN","-4.65113849796","55.56105870797","232899","632900"
"8412","BARAUGL","","BARASSIE JN U.G.L.","woodpecker","-4.653671024631752","55.55351050011931","232707","632067"
"8413","BARASIJ","","BARASSIE JN","woodpecker","-4.650994486826457","55.56015558713858","232904","632799"
"8414","BARA275","","BARASSIE JN SIGNAL 275","woodpecker","-4.650729317399172","55.56147035287805","232926","632945"
"8415","IRVNCPP","","IRVINE CALEDONIAN PAPER PLC","woodpecker","-4.674115493584973","55.60869221346298","231654","638255"
"8416","IRVNGBR","","IRVINE CALEDONIAN PAPER GB","woodpecker","-4.638041330611364","55.57418092842308","233780","634329"
"8501","BARASCP","","CE TIP (SHEWALTON)","woodpecker","-4.626122748231529","55.579830609309695","234555","634929"
"8502","HILHQRY","","HILLHOUSE QUARRY","woodpecker","-4.629086598918663","55.572905510180625","234339","634165"
"8519","TROON","TRN","Troon Rail Station","NAPTAN","-4.65529954529","55.54281117285","232559","630880"
"8520","PWCKMGF","","MONKTON SIDINGS","woodpecker","-4.619204506938086","55.51722598977508","234728","627947"
"8521","PWCKAPT","PRA","Prestwick Intl Airport Rail Station","NAPTAN","-4.61417005661","55.50903557273","235012","627024"
"8522","PWCKMBP","","BP OIL","woodpecker","-4.618339830259398","55.51618774364744","234778","627830"
"8523","PWCK","PTW","Prestwick Rail Station","NAPTAN","-4.61515630563","55.50169765319","234919","626210"
"8524","PWCKBPC","","BP OIL PRESTWICK (COLAS)","woodpecker","-4.618248853733212","55.5160550403317","234784","627815"
"8599","","","FALKLAND UP YARD REPAIR POINT","woodpecker","-4.6270690518658055","55.476845706361594","234062","623474"
"8600","FLKLNDS","XFA","FALKLAND S.S.","woodpecker","-4.627436503498787","55.47493467660787","234031","623262"
"8601","FLKLDGL","","FALKLAND DGL","woodpecker","-4.626338497206689","55.47731824571202","234110","623525"
"8602","FLKLJN","","FALKLAND JN","openRailData","-4.625353137072647","55.481523191377974","234190","623990"
"8603","FLKLDFT","","FALKLAND FREIGHT TERMINAL","openRailData","-4.62531896114285","55.479582380010704","234184","623774"
"8604","AYRR335","","SIG. PA 335","woodpecker","-4.612956656242048","55.47278432674942","234937","622988"
"8605","NWTOA","NOA","Newton-on-Ayr Rail Station","NAPTAN","-4.62582629366","55.47405332131","234129","623160"
"8606","ANNBANK","","ANNBANK","woodpecker","-4.528285384122814","55.49109676876394","240362","624828"
"8607","AYRRABP","","ABP","woodpecker","-4.634684230671255","55.47220849594978","233561","622976"
"8607","AYRRHBR","","AYR HARBOUR","woodpecker","-4.634684230671255","55.47220849594978","233561","622976"
"8608","AYRRFHH","","AYR HARBOUR FHH","woodpecker","-4.634508765549078","55.47225038212246","233572","622980"
"8609","NWTOAJN","","NEWTON JN","woodpecker","-4.6253755594973","55.47302985339739","234153","623045"
"8614","AYRRTMD","XAY","Ayr Depot","woodpecker","-4.623269876689382","55.47110941303811","234278","622826"
"8615","AYRRWRD","","AYR WAGON REPAIR DEPOT","woodpecker","-4.623408992575739","55.470914347249575","234268","622805"
"8616","AYRR858","","Ayr Sig. 858","railmap","-4.6210466","55.4652284","234394","622167"
"8616","AYRR859","","AYR SIG 859","openRailData","-4.626420319426542","55.452853717350855","234002","620803"
"8617","AYRR853","","AYR SIG. PA853","woodpecker","-4.621033571283825","55.465230091034854","234395","622167"
"8618","AYRR","AYR","Ayr Rail Station","NAPTAN","-4.62587561471","55.45814202618","234059","621390"
"8620","BELTLC","","BELMONT L.C.","woodpecker","-4.621972445177516","55.44509838755711","234251","619930"
"8620","ELOC00329","","Belmont L.C.","railmap","-4.6219757999999995","55.4450944","234250","619929"
"8621","AYRRCSD","XAR","AYR CARRIAGE CLEANING","woodpecker","-4.6279846224223435","55.455681671729","233915","621121"
"8623","DLRYMPL","","DALRYMPLE JN","woodpecker","-4.597015128001158","55.41705464497308","235712","616750"
"8631","BRMHSJN","","HOLEHOUSE JN","woodpecker","-4.5176296586690965","55.38919664789491","240624","613466"
"8632","BRMHILL","","Broomhillopencast","woodpecker","-4.511996360160182","55.391507785637906","240990","613711"
"8633","WAESIDE","","WATERSIDE","woodpecker","-4.454732013254089","55.34276554661752","244425","608158"
"8634","CHMSFHH","","CHALMERSTON","openRailData","-4.418559879773521","55.33689623817339","246696","607425"
"8635","CHMS","","CHALMERSTON","openRailData","-4.418559879773521","55.33689623817339","246696","607425"
"8636","CHMSRPG","","DALMELLINGTON-AYRSHIRE RLWY PV","woodpecker","-4.389122528627572","55.332746577559206","248547","606899"
"8638","GIRV26","","GIRVAN SIGNAL GV26","woodpecker","-4.845690924407641","55.244606193786645","219192","598183"
"8639","MAYBOLE","MAY","Maybole Rail Station","NAPTAN","-4.68528873907","55.35473634652","229859","610030"
"8640","DAILLY","","DAILLY","woodpecker","-4.735127819389383","55.286531844003335","226402","602565"
"8641","PINWHRY","","PINWHERRY","woodpecker","-4.831522051661968","55.143700528875","219636","586921"
"8642","KKERRAN","","KILKERRAN","woodpecker","-4.680771067456198","55.30599397937284","229936","604596"
"8643","PINMORE","","PINMORE","woodpecker","-4.83627984550483","55.1998141682822","219587","593176"
"8644","GIRVANC","","PWSS GIRVAN","woodpecker","-4.846955071902748","55.24506700835693","219114","598237"
"8645","BRRHL","BRL","Barrhill Rail Station","NAPTAN","-4.7817810548","55.0970046483","222599","581599"
"8646","GIRVAN","GIR","Girvan Rail Station","NAPTAN","-4.84838131184","55.24631251032","219029","598380"
"8647","GLNWHCE","","GLENWHILLY C.E.","woodpecker","-4.860661988687477","55.0009700325449","217129","571120"
"8648","DNRAGIT","","DUNRAGIT","woodpecker","-4.888143889559343","54.87749849144095","214805","557458"
"8649","STRNTSH","","STOCKTON HAULAGE","woodpecker","-5.009902492231326","54.900731774233485","207107","560371"
"8650","STRNYGF","","STRANRAER YARD G.F.","woodpecker","-5.01380940193254","54.90128906738023","206859","560444"
"8651","STRNRTN","","STRANRAER TOWN","woodpecker","-5.014119853952217","54.90116527271927","206838","560431"
"8652","GLNWHLY","","GLENWHILLY","woodpecker","-4.861451061994075","55.00014813693766","217075","571031"
"8653","","SRE","STRANRAER HARBOUR","woodpecker","-5.024605320671202","54.90925944785306","206205","561360"
"8653","STRNRHR","SRE","Stranraer Harbour (Ferry)","railmap","-5.0293243","54.9082356","205898","561260"
"8654","BRRHL15","","BARRHILL BR15 SIGNAL","railmap","-4.7825192","55.0940536","222539","581273"
"8661","","","ESSO","woodpecker","-4.576706501098042","55.48300566201139","237270","624040"
"8663","KILCHCL","","NCB KILLOCH COLLIERY","openRailData","-4.419395172014323","55.454221021350286","247097","620480"
"8664","KILCFHH","","KILLOCH COLLIERY FHH","openRailData","-4.419364127813983","55.45423062366821","247099","620481"
"8665","KILCGBF","","KILLOCH COLLIERY GBRF","woodpecker","-4.41626767328871","55.45337944857269","247291","620379"
"8701","DNLP","DNL","Dunlop Rail Station","NAPTAN","-4.53238880056","55.71187989072","240999","649401"
"8703","STEWRTN","STT","Stewarton Rail Station","NAPTAN","-4.51805752834","55.68215385455","241779","646061"
"8704","KLMAURS","KLM","Kilmaurs Rail Station","NAPTAN","-4.53049038013","55.63720791841","240815","641088"
"8708","KILMCE","","CE PLANT DEPOT","woodpecker","-4.5063797438605935","55.613540002730936","242237","638400"
"8709","KILMLTC","","LONG LYES LOCAL SORTING SDGS","woodpecker","-4.507730198385423","55.61492712045761","242157","638557"
"8710","KILM72","","KILMARNOCK SIG K72","openRailData","-4.506361657094521","55.61353097068644","242238","638399"
"8711","KILMWKR","","WALKER J & SONS HILL ST","woodpecker","-4.500800080425305","55.61382588668668","242589","638419"
"8712","KILMRNK","KMK","Kilmarnock Rail Station","NAPTAN","-4.49868475746","55.61211761353","242716","638224"
"8713","KILM86","","KILMARNOCK SIG K86","woodpecker","-4.50360140186301","55.61375472870093","242413","638418"
"8718","KILMBCY","","ANDREW BARCLAY & SONS","woodpecker","-4.502091022223751","55.61274786251339","242504","638302"
"8723","RICCRTN","","RICCARTON","woodpecker","-4.493274196904885","55.5970381700328","242996","636534"
"8727","KAYPRKJ","","KAY PARK JN","woodpecker","-4.479421905466264","55.60981610171405","243920","637925"
"8732","KILMBWJ","","Barleith Walker J","woodpecker","-4.4548970587238905","55.59427066601837","245403","636140"
"8734","HURLFD","","HURLFORD SIGNALBOX","woodpecker","-4.4620811305510815","55.59797665305241","244965","636569"
"8736","CESOKWV","","CESSNOCK WATER VIADUCT","woodpecker","-4.449309557025019","55.58790693993905","245730","635420"
"8811","MAUCM31","","MAUCHLINE SIGNAL MM31","railmap","-4.3895613","55.5116898","249203","626809"
"8812","MAUCLUS","","MAUCHLINE RAILTRACK","woodpecker","-4.381519429814626","55.508904304069134","249700","626481"
"8813","MAUCHLN","","MAUCHLINE","woodpecker","-4.381479295120261","55.509159976315594","249704","626510"
"8825","ACHILCK","AUK","Auchinleck Rail Station","woodpecker","-4.295534957623707","55.46982708677365","254986","621951"
"8826","POWHRNL","","Powharnal (auchinleck)","woodpecker","-4.270039932278095","55.47040609382755","256599","621962"
"8828","GRNBFHH","","GREENBURN","woodpecker","-4.246158275558193","55.39429024810318","257835","613444"
"8829","BNKJN","","BANK JN","woodpecker","-4.20404096313396","55.406558233494856","260545","614724"
"8830","GRNBURN","","GREENBURN KEIR MINING","woodpecker","-4.207068792146353","55.39500765202248","260313","613445"
"8831","KNOK15","","KNOCKSHINNOCH SIG NC15","woodpecker","-4.204662912855703","55.38302714510164","260423","612107"
"8832","GRNBGBF","","GREENBURN GBRF","woodpecker","-4.204647897571906","55.38305245539779","260424","612110"
"8832","KNOKFHH","","Knockshinnoch FHH","BPLAN","","","",""
"8833","GRNBJN","","GREENBURN JN","woodpecker","-4.200492350442812","55.397763855469584","260739","613738"
"8834","NWCMNCK","NCK","New Cumnock Rail Station","NAPTAN","-4.18261280737","55.40205141677","261886","614180"
"8835","NWCMURS","","NEW CUMNOCK U.R.S.","woodpecker","-4.179782365917207","55.40224387509366","262066","614196"
"8836","NWCMUGL","","NEW CUMNOCK UP GOODS LOOP","woodpecker","-4.183655418370305","55.402323276786376","261821","614212"
"8837","NWCMLM","","NEW CUMNOCK UP LAW MINING","woodpecker","-4.186089576613245","55.4023949512692","261667","614225"
"8838","NWCGBRF","","NEW CUMNOCK (GBRF)","woodpecker","-4.187488659346626","55.40249640214016","261579","614239"
"8841","KRKC","KRK","Kirkconnel Rail Station","NAPTAN","-3.99850027759","55.38830332366","273499","612300"
"8842","KRKCCE","","KIRKCONNEL C.E.","woodpecker","-4.001399545227261","55.38774001083445","273314","612242"
"8843","KRKC39","","KIRKCONNEL SIG KC39","railmap","-4.0139435","55.3893376","272525","612443"
"8845","SANQHAR","SQH","Sanquhar Rail Station","NAPTAN","-3.92451931692","55.37016764173","278129","610150"
"8847","CRONBDE","","CARRONBRIDGE","woodpecker","-3.776890761460848","55.30197173830561","287291","602313"
"9013","THIL","","THORNHILL SIGNALBOX","woodpecker","-3.7492318772408684","55.250611799107105","288903","596554"
"9014","THILUL","","THORNHILL UP LOOP","railmap","-3.7426171","55.2455563","289310","595981"
"9015","CLOBURN","","CLOSEBURN","woodpecker","-3.734985849389818","55.21319214185657","289705","592367"
"9016","AULDGTH","","AULDGIRTH","woodpecker","-3.703300676171654","55.160551575899966","291578","586460"
"9017","HLYW","","HOLYWOOD SIGNALBOX","woodpecker","-3.6418941992062734","55.1158899766897","295373","581397"
"9019","DUMFOIL","","Dumfries Maxwelltown - Dcc","woodpecker","-3.6373001230434845","55.070552165281136","295548","576346"
"9021","DUMFICI","","Dumfries Maxwelltown Ici","woodpecker","-3.650487078053479","55.0579534289104","294673","574963"
"9022","DUMFRES","DMF","Dumfries Rail Station","NAPTAN","-3.60430327253","55.07255613515","297660","576520"
"9023","DUMFRSY","","SUBSIDIARY YARD","woodpecker","-3.5927444261337023","55.06874803221632","298388","576079"
"9024","DUMFUS","","Dumfries Up Siding","woodpecker","-3.5929818965458034","55.06892211257755","298373","576099"
"9026","DUMFRSJ","","DUMFRIES SOUTH JN","woodpecker","-3.5972723913877585","55.06879690201097","298099","576091"
"9027","WTHH","","WATH","woodpecker","-3.499589430380539","55.04686953171386","304284","573513"
"9028","RUTHWEL","","RUTHWELL SIGNALBOX","railmap","-3.4245574","55.0124745","309000","569585"
"9032","ANNADRS","","ANNAN DRS ISU CE","woodpecker","-3.2633198538728556","54.983442190878485","319252","566157"
"9033","ANNAN","ANN","Annan Rail Station","NAPTAN","-3.26258045813","54.98383526891","319300","566200"
"9034","ELOC03227","","Riggmore L.C.","railmap","-3.1170157","54.9919364","328629","566943"
"9034","RIGG","","RIGG","woodpecker","-3.116966905469104","54.99193578045642","328633","566942"
"9035","ERIGMOD","","M O D (ARMY)","woodpecker","-3.194719005339402","54.98508735606327","323645","566263"
"9036","ERIGCRO","","EASTRIGGS CROSSOVER","woodpecker","-3.1960468080935214","54.98594972105058","323562","566360"
"9085","GRETGRN","GEA","Gretna Green Rail Station","NAPTAN","-3.06519801075","55.00104669035","331960","567905"
"9093","GRET525","","GRETNA JN SIGNAL CE525","woodpecker","-3.051467710806827","55.00138901110965","332839","567929"
"9094","GRET526","","GRETNA JN SIGNAL CE526","woodpecker","-3.0586047322945897","55.001699409049074","332383","567971"
"9095","GRETNAJ","XGS","GRETNA JN","woodpecker","-3.0453672257765154","54.99826416348945","333224","567576"
"9097","MSBD","","MOSSBAND","woodpecker","-3.0299758327745185","54.985529760129275","334188","566144"
"9099","ELOC01526","","Floriston L.C.","railmap","-3.0075021","54.966884","335596","564048"
"9099","FLORSTN","","FLORISTON","woodpecker","-3.0074897055376777","54.96688273008647","335597","564048"
"9131","LNGTMOD","","MOD (ARMY-CAD)","woodpecker","-2.9989227941711554","55.0042449910115","336205","568198"
"9132","LNGTSDG","","LONGTOWN","railmap","-3.0321451","54.9875087","334052","566366"
"9133","LNGTGBF","","LONGTOWN MOD GBRF","woodpecker","-3.0319005010414806","54.99070276393638","334073","566722"
"9134","LNGTDRS","","LONGTOWN MOD (DRS)","railmap","-3.0000821","55.0037858","336130","568148"
"9141","KGMRUTS","","KINGMOOR UP THROUGH SDG","CORPUS","","","",""
"9142","CARLCWL","","WHITTALLS (WAREHOUSING)","woodpecker","-2.9602028885460765","54.92198256742201","338556","559009"
"9143","CARLCLR","","CARLISLE BRUNTHILL COLAS RAIL","woodpecker","-2.9600133213806767","54.92119348710097","338566","558921"
"9144","CARLBRU","","CARLISLE BRUNTHILL (FHH)","woodpecker","-2.9601841044138077","54.92204456838411","338557","559016"
"9145","KGMRSRR","","STAINTON JN","woodpecker","-2.965396761947584","54.90945780855457","338203","557620"
"9147","CARLBGS","","CE SIDING (KINGMOOR B GROUP)","woodpecker","-2.982151070095908","54.93199966504265","337164","560143"
"9148","KGMRLIP","","CARLISLE KINGMOOR TMD (DRS)","woodpecker","-2.959441805477964","54.9077062843059","338583","557420"
"9149","KGMRDRS","","CARLISLE KINGMOOR SIDINGS(DRS)","woodpecker","-2.9604652195422485","54.90903573353155","338519","557569"
"9150","CARLILY","XKY","NY_(DBS)","woodpecker","-2.9784050241320594","54.930081333062496","337402","559927"
"9151","","","","woodpecker","-2.9824268001930063","54.93314998001308","337149","560272"
"9152","KGMRVQ","","CARLISLE KINGMOOR V.Q. (NR)","woodpecker","-2.9799948347159573","54.93087960850088","337301","560017"
"9153","CARL464","","CARLISLE CE 464 SIGNAL","openRailData","-2.962316345548584","54.91214130717784","338405","557916"
"9153","CARL464","","CARLISLE CE 464 SIGNAL","openRailData","-2.962316345548584","54.91214130717784","338405","557916"
"9153","CARL464","","CARLISLE CE 464 SIGNAL","openRailData","-2.962316345548584","54.91214130717784","338405","557916"
"9153","CARL465","","CARLISLE CE 465 SIGNAL","openRailData","-2.962316345548584","54.91214130717784","338405","557916"
"9153","CARL467","","CARLISLE CE 467 SIGNAL","openRailData","-2.962316345548584","54.91214130717784","338405","557916"
"9153","KGMRJCN","","CARLISLE KINGMOOR JUNCTION","openRailData","-2.962316345548584","54.91214130717784","338405","557916"
"9154","CARLYDR","","CARLISLE YARD","woodpecker","-2.9686953662409703","54.917864722141886","338005","558559"
"9155","CARLAME","","CARLISLE YARD","woodpecker","-2.9784050241320594","54.930081333062496","337402","559927"
"9156","","","","woodpecker","-2.9821479520191674","54.93199247536662","337165","560143"
"9157","KGMRULP","","KINGMOOR UP LOOP","woodpecker","-2.9581504752474785","54.90761598090392","338665","557409"
"9158","","","CARLISLE NY DBS LOCO MAIN PT","woodpecker","-2.9784050241320594","54.930081333062496","337402","559927"
"9159","CARLCJN","","CALDEW JN","woodpecker","-2.9452703716563953","54.89741919654188","339476","556263"
"9160","CARLHWS","","CARLISLE HIGH WAPPING SDGS","woodpecker","-2.9301602525737067","54.887833551063764","340431","555183"
"9161","CARLILE","CAR","Carlisle Rail Station","NAPTAN","-2.93319163297","54.89065183693","340240","555499"
"9161","CARLLHS","","STATION L H S","woodpecker","-2.9345695281671134","54.89128595655007","340153","555571"
"9162","CARLDRS","","NY (NO1 D R SIDING)","woodpecker","-2.9332188516565494","54.890666045963215","340239","555501"
"9163","CARLHFH","","HIGH WAPPING","woodpecker","-2.9301586858797144","54.887838043458494","340431","555184"
"9164","KGMRDDS","","KINGMOOR YARD DOWN DEPART","openRailData","-2.9604797653273227","54.909037478556165","338518","557569"
"9165","KGMR481","","CARLISLE KINGMOOR SIG 481","woodpecker","-2.9660860703518392","54.917004009777635","338171","558460"
"9166","KGMR482","","CARLISLE KINGMOOR SIG 482","woodpecker","-2.966022086354235","54.91703005288981","338175","558463"
"9167","KGMRUD1","","CARLISLE KINGMOOR SIG UD1","woodpecker","-2.9745269322215906","54.92778542319749","337646","559668"
"9168","CARL335","","CARLISLE CE 335 SIGNAL","openRailData","-2.939984732167782","54.893650968550986","339809","555839"
"9169","CARLYDL","","CARLISLE YARD LHS","woodpecker","-2.9703996944360576","54.921138946242905","337901","558924"
"9170","KGMRDD1","","CARLISLE KINGMOOR DD1 SB","woodpecker","-2.981876336129785","54.93213981414903","337182","560159"
"9171","CARLFD","","CARLISLE LONDON RD FRT","woodpecker","-2.917219840172212","54.886210533075804","341258","554992"
"9171","CARLFD","","CARLISLE LONDON RD FRT","woodpecker","-2.917219840172212","54.886210533075804","341258","554992"
"9171","CARLLR","","CARLISLE LONDON ROAD","woodpecker","-2.917219840172212","54.886210533075804","341258","554992"
"9171","PETLBGE","","ESSO(PETTERIL BRIDGE)","woodpecker","-2.917219840172212","54.886210533075804","341258","554992"
"9172","","","BRITISH FUELS CCD","woodpecker","-2.913785084132199","54.88648493145287","341479","555019"
"9173","CARL291","","CARLISLE CE 291 SIGNAL","railmap","-2.9294606","54.8874526","340475","555140"
"9174","CARLWAT","","WATT J & W","woodpecker","-2.9180918165684107","54.886696400089534","341203","555046"
"9175","","","MARCROFT ENGINEERING","woodpecker","-2.909681519230907","54.886063175018826","341742","554969"
"9177","STNICE","","CARLISLE ST NICHOLAS","woodpecker","-2.919628177266442","54.88077975170455","341096","554389"
"9178","CARLNEC","","CARLISLE SHUNT NECK","railmap","-2.9247612","54.8859043","340774","554964"
"9179","CARLLRJ","","LONDON ROAD JUNCTION","woodpecker","-2.9224038137821697","54.88581405100378","340925","554952"
"9180","CARL404","","CARLISLE CE 404 SIGNAL","railmap","-2.9196032","54.8858219","341105","554950"
"9180","PETLBGJ","","PETTERIL BRIDGE JUNCTION","woodpecker","-2.915217337293536","54.88590899997938","341386","554956"
"9190","CARLCUR","","CURROCK JUNCTION","woodpecker","-2.937481094796578","54.88069589115194","339950","554395"
"9191","CARLWRD","","WRD","woodpecker","-2.9348830073572985","54.88251880611632","340120","554596"
"9193","CARLBJN","","BOG JN","woodpecker","-2.9297839788476923","54.886370317070494","340452","555020"
"9194","CARLUJG","","UPPERBY JN DOWN GOODS LINE","openRailData","-2.9198428699371974","54.879390650781076","341080","554235"
"9194","CARLUTG","","UPPERBY UP THROUGH GOODS LINE","openRailData","-2.9198428699371974","54.879390650781076","341080","554235"
"9195","CARLTMD","XUM","CARLISLE STATION T&RS","railmap","-2.9203804","54.8819501","341049","554520"
"9195","CARLTMD","XUM","CARLISLE STATION T&RS","railmap","-2.9203804","54.8819501","341049","554520"
"9195","CARLUMD","","UPPERBY MD","railmap","-2.9203804","54.8819501","341049","554520"
"9195","CARLURS","","UPPERBY RS","railmap","-2.9203804","54.8819501","341049","554520"
"9196","CARLAPC","","UPPERBY E.W.S.","woodpecker","-2.918706647909388","54.88173621160218","341156","554495"
"9197","CARLUES","","CE/S&TE SIDING (UPPERBY)","woodpecker","-2.922989187192308","54.88375649305294","340885","554723"
"9198","CARLUJN","","UPPERBY JUNCTION CARLISLE","woodpecker","-2.9213078160878183","54.881081003736945","340988","554424"
"9199","CARLUBJ","","UPPERBY BRIDGE JN","woodpecker","-2.915218929021333","54.87401343421531","341369","553633"
"9205","DALSCUM","","CUMMERSDALE VIADUCT","woodpecker","-2.9442054669016113","54.864633798505224","339495","552614"
"9211","DALSTOT","","BP OIL (WEST CUMBRIA FARMERS)","woodpecker","-2.990388395823585","54.845531655395504","336501","550529"
"9212","DALSOGF","","DALSTON OIL TERM(GROUND FRAME)","openRailData","-2.9927397446923654","54.84578107828678","336350","550559"
"9213","DALSTON","DLS","Dalston (Cumbria) Rail Station","NAPTAN","-2.98885193794","54.84617611997","336600","550599"
"9217","ELOC03258","","Rosewain L.C.","railmap","-3.1065052","54.8356526","329027","549541"
"9217","WIGTROS","","ROSEWAIN LC","woodpecker","-3.106590836218295","54.83565025101835","329022","549541"
"9221","WIGTON","WGT","Wigton Rail Station","NAPTAN","-3.16434265445","54.82911714276","325300","548874"
"9222","","","WHS","woodpecker","-3.1681253806979863","54.82794645155751","325055","548748"
"9224","WIGTWAV","","WAVER VIADUCT","woodpecker","-3.217144945951373","54.80736908010016","321866","546512"
"9226","ASPTBRA","","BRAYTON","woodpecker","-3.2985977963982154","54.780849520781544","316576","543655"
"9306","SOTHWAT","","SOUTHWAITE","woodpecker","-2.8592642544455957","54.80036244342495","344859","545392"
"9308","PLPNUGL","","PLUMPTON UP GOODS LOOP","woodpecker","-2.798816248282798","54.72810347856857","348653","537305"
"9309","ELOC02395","","Long Ashes L.C.","railmap","-2.781952","54.6859398","349687","532601"
"9309","PLPNLAS","","LONG ASHES","woodpecker","-2.781920046801858","54.68592490510227","349689","532600"
"9311","PNTHCE","","CE SIDING","woodpecker","-2.7595436217748137","54.661626841027456","351102","529880"
"9312","PNTH","PNR","Penrith North Lakes Rail Station","NAPTAN","-2.75888068898","54.66180520707","351145","529899"
"9313","PNTHSJT","","PENRITH SOUTH JN","openRailData","-2.7648117629114513","54.64802402413906","350746","528370"
"9314","EDENVGL","","EDEN VALLEY","woodpecker","-2.7133394034980163","54.624904346983975","354041","525762"
"9315","CLFT","","CLIFTON & LOWTHER","woodpecker","-2.712757557563242","54.618453881064426","354072","525044"
"9317","HRDQFHH","","HARDENDALE QRY SHAP (FHH)","woodpecker","-2.667764589712152","54.5126296105484","356865","513240"
"9318","SHAP148","","SHAP SIG CE148","woodpecker","-2.6872207896352385","54.54190417685831","355637","516510"
"9319","SHAPHNQ","","Shap Harrisons Quarry GBRf","openRailData","-2.6897940655261063","54.54761436131726","355477","517147"
"9320","SHAPDGL","","SHAP SUMMIT DOWN SIDING","woodpecker","-2.68962219783395","54.54687575849412","355487","517065"
"9321","SHAPHNS","","SHAP HARRISONS SIDINGS","woodpecker","-2.689780490005088","54.54761041376239","355478","517147"
"9322","HRDNDLQ","","BSC (HARDENDALE QUARRY)","woodpecker","-2.668380732062536","54.511886262942625","356824","513158"
"9323","HRDQGBF","","HARDENDALE QUARRY GBRf","woodpecker","-2.668380732062536","54.511886262942625","356824","513158"
"9324","SHAPSRC","","CASTLE CEMENT (SUMMIT)","railmap","-2.6690506","54.4979703","356766","511610"
"9325","SHAPFHH","","SHAP SUMMIT (FHH)","woodpecker","-2.6646708219889637","54.49338034830616","357045","511097"
"9326","SHAPSTW","","SHAP SUMMIT QUARRY","woodpecker","-2.6669437640063545","54.49561725989972","356900","511347"
"9327","SHAPSMT","","SHAP","woodpecker","-2.6646754241194115","54.49338395596046","357045","511097"
"9327","SHAPUGL","","SHAP UP GOODS LOOP","openRailData","-2.664687586054251","54.49338354195544","357044","511097"
"9328","SHAPHQJ","","SHAP HARDENDALE QUARRY JN","woodpecker","-2.6358623809014357","54.473868380249314","358891","508908"
"9329","SHAPHFL","","SHAP HARRISONS FHH","BPLAN","","","",""
"9330","TEBAY","XIT","TEBAY","woodpecker","-2.5982914126511654","54.42689939950026","361282","503661"
"9331","TEBAYCE","","CE SIDING","woodpecker","-2.5985571647594674","54.426519219309554","361264","503618"
"9332","SHAPSQG","","SHAP SUMMIT QUARRY GBRF","railmap","-2.6698892","54.4998388","356714","511818"
"9333","LWGILL","","LOWGILL BRX","woodpecker","-2.58242572106","54.37292483533729","362261","497646"
"9335","GRIGG","","GRAYRIGG","woodpecker","-2.6161716287585843","54.35906946653444","360056","496123"
"9337","LBRIGG","","LAMBRIGG BRX","woodpecker","-2.6639502261149186","54.355992634015216","356948","495809"
